Draw No,Draw Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Ball 6,Bonus Ball,Div1,Div2,Div3,Div4,Div5,Div6,Div7,Div1 No Win,Div2 No Win,Div3 No Win,Div4 No Win,Div5 No Win,Div6 No Win,Div7 No Win,Prize Payable,Rollover,Rollover Count,Next Estimated Jackpot,Next Guaranteed Jackpot,Total Sales,Draw Machine,Ball Set
390,2004/03/06,28,46,32,39,1,38,43,2524745,259921,3112,770,71,39,7,1,3,212,623,10955,19908,220665,7542834,0,0,0,0,15085668,B,15
389,2004/03/03,31,2,39,8,45,10,24,0,278366,6137,1687,118,76,7,0,2,81,249,4626,7144,95168,3228880,0,0,0,0,6457763,C,20
388,2004/02/28,20,25,29,16,43,24,13,1501974,154083,1123,929,73,46,7,1,3,348,306,6250,10005,125163,4431922,0,0,0,0,8863845,C,20
387,2004/02/25,12,3,36,4,7,13,47,898822,34420,192,609,33,36,7,1,8,1210,278,8251,7503,127734,3012333,0,0,0,0,6024667,B,20
386,2004/02/21,45,25,35,10,16,32,39,644018,78892,1951,882,48,53,7,2,5,171,275,8052,7343,123246,3897064,0,0,0,0,7794129,B,20
385,2004/02/18,42,25,22,49,11,41,8,0,281237,7225,1858,108,74,7,0,2,70,230,5153,7500,101798,3319674,0,0,0,0,6639349,C,16
384,2004/02/14,2,41,17,8,45,26,9,1437134,146685,2640,893,67,41,7,1,3,141,303,6490,10493,124012,4253135,0,0,0,0,8506271,B,17
383,2004/02/11,29,27,33,24,11,4,21,447594,68959,1406,403,34,31,7,2,4,166,421,8093,8793,122481,2979195,0,0,0,0,5958391,B,15
382,2004/02/07,18,4,15,36,20,26,19,0,181177,5308,1780,106,71,7,0,4,123,310,6765,10131,131085,4283378,0,0,0,0,8566759,B,17
381,2004/02/04,2,47,41,11,4,37,21,521854,160811,3318,767,62,40,7,2,2,82,258,5179,7941,102041,3188317,0,0,0,0,6376634,B,14
380,2004/01/31,38,49,20,23,28,34,31,2038608,209451,2783,758,63,43,7,1,3,191,510,9969,14427,191395,6173267,0,0,0,0,12346534,A,16
379,2004/01/28,36,6,18,15,17,14,44,1019843,314474,3023,789,59,42,7,1,1,88,245,5305,7438,102528,3136733,0,0,0,0,6273466,B,17
378,2004/01/24,4,41,17,12,44,6,34,1375674,60553,2456,625,53,39,7,1,7,146,417,7887,10867,140764,4245918,0,0,0,0,8491836,C,14
377,2004/01/21,28,44,21,4,33,13,16,0,157291,2448,1056,61,56,7,0,3,172,337,7571,8216,116980,2989588,0,0,0,0,5979179,C,20
376,2004/01/17,38,11,9,22,42,36,3,1417843,437323,2102,518,49,34,7,1,1,176,519,8881,12791,144100,4372723,0,0,0,0,8745447,B,8
375,2004/01/14,13,29,48,20,6,22,40,0,129274,3972,331,87,62,7,0,4,116,1175,5805,8123,100843,3081335,0,0,0,0,6162670,C,8
374,2004/01/10,19,46,5,37,38,15,12,1405840,433412,2004,786,69,40,7,1,1,183,339,6220,10808,122519,4191571,0,0,0,0,8383143,C,16
373,2004/01/07,45,2,29,25,15,36,19,0,196611,5609,1553,117,73,7,0,3,94,287,4930,7926,95040,3383478,0,0,0,0,6766960,C,15
372,2004/01/03,13,29,35,40,48,22,33,0,337018,4883,1463,102,67,7,0,2,123,347,6445,9795,117545,3918776,0,0,0,0,7837555,C,15
371,2003/12/31,14,25,17,40,48,21,7,0,299851,6917,1434,120,57,7,0,3,116,473,7334,15363,144051,5144335,0,0,0,0,10288671,C,15
370,2003/12/27,22,2,42,43,48,44,4,0,775747,4716,1357,88,73,7,0,1,146,429,8563,10271,144393,4560514,0,0,0,0,9121028,C,19
369,2003/12/24,5,2,42,47,48,9,22,0,659244,6495,1518,113,64,7,0,1,91,329,5737,10137,119600,3883960,0,0,0,0,7767921,C,17
368,2003/12/20,31,11,6,36,41,49,1,1516478,27464,2801,347,72,38,7,1,17,141,828,6448,12148,126201,4474910,0,0,0,0,8949820,C,17
367,2003/12/17,4,14,41,6,13,44,8,0,120300,4997,1631,97,64,7,0,5,107,277,6033,9114,114923,3560924,0,0,0,0,7121848,C,19
366,2003/12/13,22,19,33,9,39,16,18,0,332207,2944,1095,62,54,7,0,2,199,452,10260,11834,165457,4178565,0,0,0,0,8357131,C,20
365,2003/12/10,26,40,11,9,38,36,6,1075382,41449,2863,906,60,40,7,1,8,98,225,5497,8238,103302,3273852,0,0,0,0,6547705,C,17
364,2003/12/06,26,48,42,34,28,11,29,0,173992,3965,1728,87,75,7,0,5,197,382,9824,11484,170732,5222273,0,0,0,0,10444548,C,20
363,2003/12/03,37,20,41,4,22,46,16,1298947,132942,4166,852,77,45,7,1,3,81,288,5120,8735,101286,3776912,0,0,0,0,7553824,C,16
362,2003/11/29,36,5,44,47,4,21,6,1259952,193857,3453,880,69,51,7,1,2,95,271,5572,7525,108767,3743793,0,0,0,0,7487587,C,19
361,2003/11/26,21,9,38,39,17,28,32,0,186304,4742,2046,110,87,7,0,2,72,148,3317,4184,57388,2147434,0,0,0,0,3374874,B,16
