Draw No,Draw Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Ball 6,Bonus Ball,Div1,Div2,Div3,Div4,Div5,Div6,Div7,Div1 No Win,Div2 No Win,Div3 No Win,Div4 No Win,Div5 No Win,Div6 No Win,Div7 No Win,Prize Payable,Rollover,Rollover Count,Next Estimated Jackpot,Next Guaranteed Jackpot,Total Sales,Draw Machine,Ball Set
740,2008/01/23,15,31,40,47,6,35,14,0,234325,6247,2565,121,94,7,0,2,68,140,3857,4947,73559,2699174,0,0,1000000,0,5409740,Mapula,42
739,2008/01/19,27,2,20,4,26,24,43,1212906,93855,2318,942,50,47,7,1,4,137,245,7453,7891,131131,3798126,0,0,1000000,0,7611578,Mapula,29
738,2008/01/16,36,37,1,31,21,40,42,0,163379,6732,2455,135,100,7,0,3,66,153,3620,4894,76157,2821263,0,0,1000000,0,5646944,Suikerbossie,37
737,2008/01/12,34,5,40,14,22,26,30,0,307997,4577,1662,102,69,7,0,2,122,284,6038,8894,112443,3663059,0,0,1000000,0,7331158,Khensani,38
736,2008/01/09,15,27,24,2,14,32,40,0,123440,3961,1525,86,74,7,0,4,113,248,5702,6662,101724,3014981,0,0,1000000,0,6038725,Suikerbossie,43
735,2008/01/05,34,41,44,29,11,17,13,0,123175,3824,1360,79,64,7,0,5,146,347,7741,9576,128497,3769981,0,0,1000000,0,7554800,Mapula,37
734,2008/01/02,11,17,7,46,42,15,13,0,107271,4576,1034,81,54,7,0,4,85,318,5236,7837,102402,2710984,0,0,1000000,0,5443764,Mapula,40
733,2007/12/29,4,2,24,23,21,5,47,1160385,359166,2095,920,48,49,7,1,1,145,240,7439,7313,138924,3732003,0,0,1000000,0,7470580,Mapula,41
732,2007/12/26,39,16,23,42,12,26,17,0,193470,3941,1620,92,68,7,0,2,89,183,4190,5613,76480,2336673,0,0,1000000,0,4686995,Khensani,29
731,2007/12/22,14,32,21,9,5,20,48,0,335044,4745,1770,88,76,7,0,2,128,290,7583,8737,135070,4076781,0,0,1000000,0,8153502,Khensani,36
730,2007/12/19,22,1,42,12,30,26,24,517739,160252,2421,632,55,37,7,2,2,112,312,5803,8533,103695,3185069,0,0,1000000,0,6382578,Mapula,39
729,2007/12/15,36,15,40,12,46,14,1,0,183556,5282,1875,109,83,7,0,4,126,300,6706,8809,129990,4334327,0,0,1000000,0,8682153,Khensani,27
728,2007/12/12,45,14,29,33,4,31,22,0,531781,6886,1277,113,62,7,0,1,70,319,4675,8466,92704,3123259,0,0,1000000,0,6267776,Khensani,36
727,2007/12/08,29,10,3,19,43,49,23,267715,37665,2062,681,50,35,7,5,11,170,374,8174,11540,142790,4170254,0,0,1500000,0,8373233,Mapula,34
726,2007/12/05,11,47,14,19,48,26,4,0,279495,5224,1359,106,63,7,0,2,97,315,5272,8792,104083,3335112,0,0,0,0,6681386,Khensani,39
725,2007/12/01,22,20,10,41,35,4,5,0,376246,4487,1629,99,68,7,0,2,152,354,7555,10949,135848,4454595,0,0,1000000,0,8934526,Khensani,26
724,2007/11/28,6,19,15,30,32,13,14,1044020,323149,3142,747,57,42,7,1,1,87,266,5628,7676,104113,3214553,0,0,1000000,0,6429106,Khensani,32
723,2007/11/24,35,42,29,9,49,7,39,0,695531,5343,1219,88,58,7,0,1,118,437,7892,11898,142660,4248765,0,0,1000000,0,8497530,Ndyebokazi,41
722,2007/11/21,5,37,25,49,40,39,34,966129,27185,1833,832,54,52,7,1,11,138,221,5507,5722,95090,2962542,0,0,1000000,0,5931875,Khensani,30
721,2007/11/17,42,21,4,34,44,23,32,0,57471,4530,1129,90,59,7,0,12,138,468,7661,11542,136004,4165660,0,0,1000000,0,8349474,Suikerbossie,39
720,2007/11/14,4,16,33,9,17,32,27,500846,310047,2384,572,53,35,7,2,1,110,333,5788,8683,109338,3140490,0,0,1000000,0,6300701,Ndyebokazi,40
719,2007/11/10,21,47,34,1,14,33,18,1409574,218148,2444,900,59,45,7,1,2,151,298,7327,9536,141321,4333774,0,0,1000000,0,8690752,Suikerbossie,41
718,2007/11/07,21,1,17,33,44,6,24,0,586614,4323,1330,101,67,7,0,1,123,338,5793,8643,112562,3519991,0,0,0,0,7058248,Ndyebokazi,28
717,2007/11/03,15,43,5,26,48,27,32,0,142375,5957,1897,109,83,7,0,6,130,345,7830,10270,150434,5042043,0,0,1000000,0,10089749,Ndyebokazi,40
716,2007/10/31,7,48,11,38,9,22,34,1094884,169446,1297,489,36,33,7,1,2,221,426,9275,10161,148780,3639400,0,0,1000000,0,7296655,Khensani,35
715,2007/10/27,44,12,21,4,48,5,27,1455431,90098,2782,698,57,40,7,1,5,137,397,7903,11138,151068,0,0,0,1500000,0,9045579,Khensani,32
714,2007/10/24,27,17,47,38,23,11,42,857089,265289,1420,408,34,34,7,1,1,158,400,7640,7712,112285,2817901,0,0,1000000,0,5653367,Mapula,30
713,2007/10/20,49,28,9,47,44,38,27,0,93567,3472,1167,77,60,7,0,7,171,430,8419,10881,137490,4023051,0,0,0,0,8046102,Ndyebokazi,26
712,2007/10/17,13,27,26,10,40,17,9,0,0,5397,952,94,35,7,0,0,113,563,6993,18743,117589,3282307,0,0,0,0,6574920,Khensani,31
711,2007/10/13,17,26,48,10,38,9,4,0,255625,3961,1377,95,68,7,0,4,234,569,10740,14837,195087,6143655,0,0,0,0,12287310,Khensani,26
710,2007/03/31,41,11,13,48,37,21,32,1398500,143723,2942,869,58,45,7,1,3,124,305,7426,9477,138887,4288904,0,0,0,0,8577808,B,21
709,2007/03/28,12,25,37,41,49,42,21,0,200138,6532,2077,118,90,7,0,3,82,218,4977,6500,96303,3435231,0,0,1500000,0,6870465,A,19
708,2007/03/24,9,4,42,16,2,37,22,1483968,226665,2645,704,53,36,7,1,2,145,396,8408,12276,157411,4589044,0,0,0,0,9178089,A,21
707,2007/03/21,9,8,33,36,46,34,17,0,520370,4233,1522,105,61,7,0,1,111,261,4926,8485,97768,3106666,0,0,1500000,0,6213332,A,14
706,2007/03/17,41,37,32,9,22,33,19,0,96525,5380,1314,92,61,7,0,8,128,443,8204,12337,152487,4617676,0,0,1000000,0,9235367,B,22
705,2007/03/14,47,2,15,39,7,23,16,0,140265,1721,1506,86,70,7,0,4,290,280,6355,7779,108601,3333097,0,0,1500000,0,6666201,A,18
704,2007/03/10,30,34,44,35,29,11,48,0,196724,4425,1882,97,77,7,0,4,159,316,7924,10041,150299,4679061,0,0,1000000,0,9358125,A,22
703,2007/03/07,12,17,42,34,18,15,41,0,582640,6072,1685,85,80,7,0,1,86,262,6712,7190,124190,3561352,0,0,1500000,0,7122705,B,23
702,2007/03/03,5,19,35,49,1,7,2,685101,41931,1171,345,35,24,7,5,25,757,1865,29594,42676,442108,11158422,0,0,1000000,0,22316852,B,22
701,2007/02/28,38,40,11,19,17,27,22,1183281,181132,1075,560,46,34,7,1,2,285,398,7780,10411,133498,3721140,0,0,2000000,0,7442280,A,15
700,2007/02/24,28,40,23,15,44,18,39,0,393349,5217,1746,100,78,7,0,2,135,341,7739,9881,148299,4669090,0,0,1000000,0,9338181,B,17
699,2007/02/21,48,42,27,1,33,2,11,1228597,188404,2952,565,58,32,7,1,2,108,410,6410,11590,117253,3719302,0,0,0,0,7438605,A,16
698,2007/02/17,41,17,38,47,44,18,6,1597201,0,3163,1129,69,54,7,1,0,153,334,8035,10118,144323,4569274,0,0,1000000,0,9138548,A,23
697,2007/02/14,21,10,18,8,6,15,27,1051683,53844,1656,509,36,32,7,1,6,165,390,8821,10034,130632,3399565,0,0,1500000,0,6799131,A,15
696,2007/02/10,1,24,19,30,16,42,29,0,371854,4671,1568,90,68,7,0,2,141,355,7999,10537,153257,4468184,0,0,1000000,0,8936368,A,22
695,2007/02/07,11,1,3,13,22,43,33,541980,25211,1566,198,36,17,7,2,13,177,1018,8870,18317,138604,3491386,0,0,1500000,0,6982773,B,18
694,2007/02/03,26,32,40,20,25,18,29,0,201710,5766,1413,97,71,7,0,4,125,431,8117,11147,150489,4768802,0,0,1000000,0,9537609,A,23
693,2007/01/31,42,25,24,2,30,6,44,0,311953,6186,2134,106,85,7,0,2,91,223,5835,7302,114218,3701420,0,0,1500000,0,7402842,A,17
692,2007/01/27,43,48,8,30,4,27,46,0,603236,4982,1811,94,78,7,0,2,218,507,12684,15336,239031,7272446,0,0,1000000,0,14544893,B,16
691,2007/01/24,3,43,25,47,8,17,35,1045567,107199,2543,794,57,45,7,1,3,107,249,5589,7073,104178,3203075,0,0,2000000,0,6406150,B,17
690,2007/01/20,29,33,14,38,1,25,5,0,252086,5378,1796,112,72,7,0,3,126,319,6627,10340,127946,4389136,0,0,1000000,0,8778276,A,19
689,2007/01/17,48,30,44,9,32,29,2,1165040,0,3729,1078,81,54,7,1,0,95,256,4984,7522,96456,3280347,0,0,1500000,0,6560694,B,17
688,2007/01/13,46,35,25,14,15,9,2,707218,216403,2092,834,51,45,7,2,2,175,319,8328,9448,138364,4297824,0,0,1000000,0,8595650,B,16
687,2007/01/10,27,21,43,12,32,20,40,0,191259,5091,1484,100,75,7,0,3,100,290,5563,7399,105185,3360757,0,0,1500000,0,6721518,B,23
686,2007/01/06,42,47,37,24,27,8,31,1455434,447758,2177,732,49,47,7,1,1,174,376,9068,9420,147612,4477578,0,0,1000000,0,8955156,B,24
685,2007/01/03,28,26,32,19,2,45,44,0,585122,6010,2009,111,81,7,0,1,87,220,5155,7079,100478,3398922,0,0,1500000,0,6797845,B,15
684,2006/12/30,39,7,40,46,42,41,36,0,481029,3919,1687,88,78,7,0,2,221,434,10795,12241,170497,5658552,0,0,1000000,0,11317105,B,24
683,2006/12/27,28,35,48,13,27,7,10,0,550705,3393,1405,80,64,7,0,1,146,298,6806,8508,124256,3423557,0,0,1500000,0,6847114,A,13
682,2006/12/23,19,35,41,47,26,15,32,851165,87425,2723,800,70,52,7,2,6,163,403,7432,10032,139726,5013115,0,0,1000000,0,10026232,B,20
681,2006/12/20,37,16,9,49,1,14,20,0,631432,5148,1740,89,69,7,0,1,110,275,7015,8967,123932,3786794,0,0,1500000,0,7573589,B,19
680,2006/12/16,2,19,36,1,42,44,39,1719752,176852,2841,1020,65,51,7,1,3,158,320,8140,10324,159246,5195932,0,0,1000000,0,10391864,A,17
679,2006/12/13,1,43,14,35,45,17,47,0,161959,5628,2239,124,85,7,0,4,104,221,5202,7579,107033,3766461,0,0,1500000,0,7532925,A,15
678,2006/12/09,5,32,22,37,6,23,29,1557045,120059,2764,923,56,42,7,1,4,147,320,8494,11417,157182,4794401,0,0,1000000,0,9588802,B,14
677,2006/12/06,45,35,17,37,23,31,13,0,211300,5411,1267,96,65,7,0,3,105,379,6497,9583,106863,3676896,0,0,1500000,0,7353796,B,15
676,2006/12/02,22,5,36,31,43,48,38,2954108,151489,3165,861,70,49,7,1,6,243,649,12911,18309,247844,8726745,0,0,1000000,0,17453491,B,13
675,2006/11/29,48,27,45,40,35,20,7,1288421,132272,2997,827,64,46,7,1,3,112,295,6187,8513,105624,3791800,0,0,2000000,0,7583600,A,8
674,2006/11/25,47,33,20,13,23,8,19,739403,227017,1555,598,36,34,7,2,2,247,467,12296,13345,184969,4787360,0,0,1500000,0,9574723,A,18
673,2006/11/22,39,4,22,45,19,3,6,1152390,0,3793,1096,69,49,7,1,0,92,248,5723,8121,111970,3349760,0,0,1500000,0,6699520,A,20
672,2006/11/18,34,18,13,1,5,7,49,0,237726,2604,1105,59,53,7,0,3,242,482,11623,12956,184842,4542275,0,0,1000000,0,9084554,B,12
671,2006/11/15,46,41,11,26,37,31,9,0,206571,3980,1861,103,81,7,0,3,140,253,5955,7544,98960,3564895,0,0,1500000,0,7129794,B,20
670,2006/11/11,33,22,41,23,5,38,35,1105732,341232,2636,798,55,44,7,2,2,219,526,12320,15481,237837,6914583,0,0,1000000,0,13829168,B,17
669,2006/11/08,22,20,34,4,30,2,48,0,180926,4394,1618,87,72,7,0,5,186,427,10344,12514,187078,5523282,0,0,2000000,0,11046567,B,15
668,2006/11/04,49,18,20,32,8,43,42,2407899,245043,1732,571,49,34,7,1,3,359,792,14763,21012,246569,7380826,0,0,1500000,0,14761653,B,14
667,2006/11/01,27,21,36,5,38,41,9,0,224313,6140,1778,125,76,7,0,3,99,289,5350,8820,108188,3891027,0,0,2000000,0,7782058,A,16
666,2006/10/28,29,14,27,49,13,21,3,1562136,96042,1568,558,56,33,7,1,5,259,529,8511,14354,159605,4811173,0,0,1000000,0,9622346,B,22
665,2006/10/25,13,45,31,40,32,23,26,1116290,114236,2230,1109,56,53,7,1,3,130,190,6065,6358,105801,3376829,0,0,1500000,0,6753658,A,16
664,2006/10/21,6,20,48,19,43,47,2,0,241779,5020,1756,106,77,7,0,3,130,314,6783,9294,130070,4274447,0,0,1000000,0,8548896,B,18
663,2006/10/18,31,42,10,2,25,26,3,0,598783,4831,1064,98,76,7,0,1,111,426,6013,7718,106235,3507775,0,0,1500000,0,7015550,A,18
662,2006/10/14,5,43,8,23,40,45,47,0,387336,5414,1703,103,69,7,0,2,128,344,7361,11026,141367,4562042,0,0,1000000,0,9124087,A,22
661,2006/10/11,45,3,35,26,32,41,16,0,202031,5909,1963,117,86,7,0,3,92,234,5092,6947,92083,3446850,0,0,1500000,0,6893705,A,18
660,2006/10/07,13,35,44,33,48,26,36,0,156091,4664,1411,93,68,7,0,5,150,419,8222,11330,152187,4671659,0,0,1000000,0,9343325,B,21
659,2006/10/04,23,19,5,39,3,9,27,0,83911,2216,656,56,39,7,0,7,234,668,10131,14405,153247,3745989,0,0,1500000,0,7491990,A,17
658,2006/09/30,7,16,13,32,36,17,9,0,213254,4549,1308,84,55,7,0,4,167,491,9962,14992,184664,5208943,0,0,1000000,0,10417888,B,15
657,2006/09/27,44,46,40,15,7,28,34,0,148619,3805,1542,101,59,7,0,4,139,290,5758,9740,105086,3462371,0,0,1500000,0,6924743,B,17
656,2006/09/23,26,2,44,9,41,15,22,1757242,134810,2563,691,59,41,7,1,4,178,480,9034,12942,162755,5287289,0,0,1000000,0,10574578,B,21
655,2006/09/20,12,42,33,8,6,35,23,0,0,6987,1495,121,64,7,0,0,112,456,6931,13004,132085,4059766,0,0,1500000,0,8119730,B,16
654,2006/09/16,17,21,30,49,18,5,42,0,444504,5269,1691,93,74,7,0,2,150,395,9283,11668,177317,5315273,0,0,1500000,0,10630548,A,17
653,2006/09/13,27,8,29,38,24,45,34,0,116360,5186,1804,90,70,7,0,5,100,243,6311,8093,105545,3412087,0,0,0,0,6824176,B,22
652,2006/09/09,42,39,12,3,6,23,27,1770295,67935,2179,512,51,36,7,1,8,211,653,10460,14980,178315,5428825,0,0,1000000,0,10857650,A,15
651,2006/09/06,19,33,1,29,25,31,38,0,304335,4642,2067,84,81,7,0,2,118,224,7181,7418,126496,3708968,0,0,1500000,0,7417938,A,21
650,2006/09/02,27,37,18,49,32,2,14,0,225172,4072,1524,86,69,7,0,4,198,447,10337,12740,183212,5438698,0,0,0,0,10877396,B,13
649,2006/08/30,49,40,25,26,19,37,15,0,157632,6095,1844,112,81,7,0,4,92,257,5484,7545,105575,3629554,0,0,1500000,0,7259113,A,19
648,2006/08/26,35,20,13,3,1,12,6,2604793,66759,2557,554,49,33,7,1,12,265,889,16244,23954,289178,8186696,0,0,1000000,0,16373393,A,17
647,2006/08/23,36,44,4,39,17,21,2,1130779,173575,3539,886,71,50,7,1,2,83,241,4857,6807,96473,3345700,0,0,2000000,0,6691401,A,8
646,2006/08/19,11,39,48,15,23,4,5,1504815,230924,2368,802,56,40,7,1,2,165,354,8215,11284,148151,4589748,0,0,1000000,0,9179496,B,20
645,2006/08/16,31,11,29,3,30,6,43,1517227,92854,1769,693,46,42,7,1,5,222,412,9931,10828,171960,4775053,0,0,1500000,0,9550106,B,17
644,2006/08/12,40,19,26,2,32,16,29,912303,93384,2469,705,56,40,7,2,6,192,489,9835,13890,180032,5570287,0,0,1500000,0,11140574,A,20
643,2006/08/09,8,49,48,15,32,46,6,0,708997,5793,2056,96,79,7,0,1,110,262,7272,8884,135430,4232857,0,0,2000000,0,8465715,B,21
642,2006/08/05,29,48,46,9,8,17,23,0,201015,4360,1558,88,63,7,0,4,164,388,8934,12330,159675,4804311,0,0,1500000,0,9608625,B,18
641,2006/08/02,12,43,42,34,22,5,9,1190635,73011,1860,358,48,35,7,1,5,166,626,7539,10220,121452,3658294,0,0,1500000,0,7316588,A,13
640,2006/07/29,18,17,35,12,47,1,13,0,256378,6317,1786,114,73,7,0,5,181,541,10970,17147,221880,7446964,0,0,1000000,0,14893933,B,18
639,2006/07/26,37,49,24,21,22,41,12,0,686167,6187,1257,120,70,7,0,1,100,416,5687,9704,117276,4010431,0,0,2000000,0,8020863,B,22
638,2006/07/22,17,12,31,39,49,48,13,0,388176,4870,1828,108,76,7,0,2,143,322,7097,10033,137874,4555480,0,0,1000000,0,9110962,A,15
637,2006/07/19,22,29,36,33,4,20,31,0,751017,6434,2584,112,94,7,0,1,107,236,6587,7811,120496,4364729,0,0,0,0,6932660,B,19
636,2006/07/15,44,30,4,31,23,19,13,1465970,64334,2337,519,55,33,7,1,7,163,533,8096,13485,149288,4509167,0,0,0,2000000,9018335,B,16
635,2006/07/12,47,25,31,29,7,41,24,0,284863,5257,1814,101,82,7,0,2,98,240,5619,6928,104620,3388227,0,0,1500000,0,6776456,B,22
634,2006/07/08,18,33,5,11,40,31,4,0,379990,4068,1270,82,60,7,0,2,167,452,9058,12430,158351,4610389,0,0,1000000,0,9220779,A,20
633,2006/07/05,8,1,43,38,10,26,5,1196735,73723,2835,774,66,38,7,1,5,110,293,5569,9578,107430,3587510,0,0,1500000,0,7175020,B,19
632,2006/07/01,14,41,47,34,1,15,3,2768528,142206,3487,888,65,47,7,1,6,207,591,13108,17936,236261,8217220,0,0,1000000,0,16434441,B,14
631,2006/06/28,49,44,13,33,20,22,17,0,278229,2342,1257,66,65,7,0,2,214,337,8371,8472,123002,3445435,0,0,2000000,0,6890872,A,17
630,2006/06/24,15,46,21,3,24,40,39,1911536,84063,2878,930,65,51,7,1,7,173,389,9038,11361,173803,5743143,0,0,1000000,0,11486286,A,24
629,2006/06/21,5,35,46,13,21,39,37,1337122,137457,1896,795,50,47,7,1,3,184,319,8205,8721,125926,4053581,0,0,2000000,0,8107163,B,14
628,2006/06/17,45,13,20,24,6,7,19,0,200270,5303,1325,97,60,7,0,4,136,460,8202,13177,156355,4812487,0,0,1500000,0,9624980,B,13
627,2006/06/14,32,6,46,36,4,8,11,0,134592,4654,1598,95,63,7,0,4,104,256,5599,8439,106130,3237944,0,0,1500000,0,6475893,B,18
626,2006/06/10,30,3,32,45,7,22,25,0,246988,3812,1654,89,71,7,0,3,174,339,8154,10267,150371,4472218,0,0,1000000,0,8944441,A,24
625,2006/06/07,19,17,44,27,36,29,5,0,126335,4647,1617,98,81,7,0,6,150,381,7609,9258,125244,4443425,0,0,1500000,0,7155890,B,22
624,2006/06/03,7,5,20,2,10,36,41,712144,145685,1117,753,32,46,7,2,3,331,357,13508,9344,196183,4735252,0,0,0,2000000,9470507,A,18
623,2006/05/31,40,10,32,49,27,20,19,1275719,0,2156,943,55,50,7,1,0,179,319,8011,8716,119647,3676394,0,0,0,0,7352789,B,17
622,2006/05/27,20,18,25,3,11,29,33,1251585,110013,1916,567,45,34,7,2,7,340,835,16990,22386,288010,7939890,0,0,1000000,0,15879782,A,21
621,2006/05/24,3,33,1,36,9,19,2,485184,73741,1217,404,32,26,7,2,4,205,449,8965,10995,129420,3174903,0,0,2000000,0,6349808,B,14
620,2006/05/20,4,33,6,49,14,11,15,1344772,137327,2112,655,46,39,7,1,3,165,387,8865,10323,152534,4236843,0,0,1000000,0,8473686,B,21
619,2006/05/17,6,41,24,22,19,44,12,2000000,207521,3080,640,66,37,7,1,2,114,399,6255,11175,127344,4739235,0,0,1500000,0,8168101,B,13
618,2006/05/13,42,38,45,41,19,7,14,0,265674,5700,1641,101,71,7,0,3,124,364,7651,10843,144460,4654970,0,0,0,2000000,9309944,A,21
617,2006/05/10,29,47,43,6,12,31,4,0,155955,4874,1651,106,75,7,0,4,115,287,5804,8219,105945,3631431,0,0,1500000,0,7262869,A,17
616,2006/05/06,45,9,36,48,23,42,30,1586859,122501,2512,832,61,48,7,1,4,165,362,8011,10168,144942,4783856,0,0,1000000,0,9567712,B,22
615,2006/05/03,14,3,37,48,19,6,11,0,187924,4267,1451,83,62,7,0,5,198,492,11220,14936,183612,5640954,0,0,0,0,11281917,B,20
614,2006/04/29,17,44,11,2,40,29,16,2491208,384558,2493,769,50,40,7,1,2,261,615,15315,19165,267664,7789930,0,0,2000000,0,15579860,B,18
613,2006/04/26,8,45,44,6,42,12,34,1172325,90115,2629,890,64,44,7,1,4,116,249,5575,8105,111384,3552467,0,0,2000000,0,7104934,A,17
612,2006/04/22,2,4,16,31,40,33,17,1436380,88643,3713,839,69,46,7,1,5,101,325,6418,9549,128980,4312239,0,0,1000000,0,8624478,A,17
611,2006/04/19,37,26,49,4,10,5,22,0,188906,5228,1922,111,79,7,0,3,97,223,5037,6995,99327,3309441,0,0,1500000,0,6618884,B,19
610,2006/04/15,39,2,42,31,48,8,1,1382475,427610,3289,1065,59,52,7,1,1,110,247,7238,8218,130506,4202850,0,0,1000000,0,8405701,A,19
609,2006/04/12,13,23,7,22,36,28,9,0,137506,2840,974,65,51,7,0,4,175,431,8427,10738,144423,3573172,0,0,1500000,0,7146345,B,20
608,2006/04/08,46,29,4,1,14,22,42,0,257866,4476,1525,88,74,7,0,3,156,387,8737,10392,157479,4702246,0,0,1000000,0,9404492,A,19
607,2006/04/05,24,5,13,4,47,43,44,0,325297,4748,1582,90,68,7,0,2,123,312,7119,9436,128784,3912028,0,0,1500000,0,7824059,A,13
606,2006/04/01,2,23,48,47,43,8,19,0,139978,4508,1334,87,66,7,0,6,166,474,9444,12355,170365,5050125,0,0,1000000,0,10100254,B,17
605,2006/03/29,19,15,46,10,35,21,9,1193669,73682,3026,815,57,41,7,1,5,103,278,6440,8940,113783,3630428,0,0,1500000,0,7260857,A,12
604,2006/03/25,38,29,17,16,35,25,4,0,169086,5506,1706,105,73,7,0,8,221,603,12745,18311,248609,8013423,0,0,1000000,0,16026853,B,15
603,2006/03/22,10,40,8,29,12,17,21,0,174434,3998,1298,75,61,7,0,3,116,302,6760,8274,115215,3197285,0,0,1500000,0,6394574,B,15
602,2006/03/18,11,20,2,15,22,48,1,2000000,75363,2046,598,48,34,7,1,6,187,465,9255,13171,159777,5123343,0,0,1000000,0,9193542,B,20
601,2006/03/15,43,33,1,31,27,22,10,1163454,179011,2729,749,58,42,7,1,2,111,294,6098,8470,124565,3625980,0,0,2000000,0,7251960,A,14
600,2006/03/11,7,47,12,8,34,14,35,0,251294,4980,1393,83,68,7,0,3,136,411,8980,10918,174788,4714965,0,0,1000000,0,9429933,A,15
599,2006/03/08,49,42,11,22,40,30,44,2250708,115846,2279,594,53,35,7,1,6,258,720,13039,19835,229395,6952503,0,0,1500000,0,13905007,A,16
598,2006/03/04,21,25,26,22,4,36,23,1490995,91318,3288,261,63,35,7,2,10,235,2146,14299,25592,280764,8989861,0,0,1000000,0,17979723,A,23
597,2006/03/01,26,21,32,25,49,24,42,0,152442,5658,1688,94,78,7,0,4,96,272,6329,7606,106974,3549084,0,0,1500000,0,7098171,A,12
596,2006/02/25,11,23,27,40,1,9,14,864565,75892,2090,616,47,35,7,2,7,215,530,11151,15035,196860,5464546,0,0,1000000,0,10929095,A,15
595,2006/02/22,17,37,8,26,41,36,48,0,103130,4802,1882,106,82,7,0,5,96,207,4762,6163,90433,3009385,0,0,1500000,0,6018778,A,13
594,2006/02/18,49,47,46,13,35,12,28,0,144797,4606,1465,101,64,7,0,5,140,372,7001,10987,133089,4255697,0,0,1500000,0,8511403,B,17
593,2006/02/15,48,11,21,24,34,30,28,0,741989,8130,2716,143,101,7,0,1,84,223,5108,7237,100377,4194597,0,0,1500000,0,6549964,B,23
592,2006/02/11,34,32,9,10,28,46,1,0,166193,6855,1967,118,77,7,0,5,109,321,6966,10651,144710,4864652,0,0,0,2000000,9729310,A,14
591,2006/02/08,17,15,7,42,21,20,32,0,148753,3900,1388,85,63,7,0,4,136,323,6805,9236,125285,3611024,0,0,1500000,0,7222054,A,13
590,2006/02/04,31,35,8,11,43,40,44,1578572,96949,2888,1156,64,49,7,1,5,142,258,7459,9792,141539,4719618,0,0,1000000,0,9439237,A,23
589,2006/02/01,5,37,8,27,33,34,22,0,381948,5766,1864,116,74,7,0,2,122,333,6534,10198,121646,4452178,0,0,1500000,0,7222548,A,17
588,2006/01/28,10,24,4,29,43,16,46,2282058,70259,2251,749,55,47,7,1,10,264,577,12584,14922,229973,7014350,0,0,0,2000000,14028701,A,15
587,2006/01/25,40,18,45,30,21,37,13,0,282780,5233,1474,106,74,7,0,2,97,291,5234,7567,96786,3294359,0,0,1500000,0,6588721,B,13
586,2006/01/21,32,31,24,23,13,48,11,0,347417,4276,1537,83,65,7,0,2,145,341,8155,10466,147906,4231468,0,0,1000000,0,8462936,A,13
585,2006/01/18,40,15,35,38,19,34,45,0,558163,5863,2217,125,89,7,0,1,85,190,4376,6115,87757,3183282,0,0,1500000,0,6366565,B,20
584,2006/01/14,2,47,5,25,44,6,31,1413927,436054,3074,768,58,46,7,1,1,120,349,7467,9441,141312,4343449,0,0,1000000,0,8686898,A,20
583,2006/01/11,36,25,34,17,45,16,29,1111354,342429,2634,856,63,48,7,1,1,110,246,5418,7055,95969,3305856,0,0,1500000,0,6611712,B,17
582,2006/01/07,43,22,25,44,47,46,30,0,185851,5225,2149,97,85,7,0,4,128,263,7577,8651,130895,4363960,0,0,1000000,0,8727922,B,18
581,2006/01/04,13,45,39,43,8,29,35,0,149827,5705,1757,97,75,7,0,4,94,258,6088,7802,113429,3558573,0,0,1500000,0,7117146,A,15
580,2005/12/31,30,48,40,27,8,14,45,0,388818,3849,1743,82,78,7,0,2,179,334,9173,9622,161765,4683826,0,0,1000000,0,9367652,B,15
579,2005/12/28,9,28,35,22,39,26,23,0,575787,5674,1948,111,77,7,0,1,91,224,5115,7343,102868,3381725,0,0,1500000,0,6763451,A,14
578,2005/12/24,38,1,7,47,10,29,2,0,405621,3478,1499,84,62,7,0,2,209,410,9511,12843,165231,4904541,0,0,1000000,0,9809083,A,23
577,2005/12/21,28,21,17,24,11,15,3,0,118935,3005,886,73,50,7,0,5,177,507,8026,11601,135846,3692632,0,0,1500000,0,7385266,A,21
576,2005/12/17,32,41,15,31,30,42,2,1763895,180800,2217,840,65,51,7,1,3,207,397,8234,10557,152131,5237228,0,0,1000000,0,10474456,B,19
575,2005/12/14,43,21,5,48,30,13,19,1128453,86190,1778,744,52,37,7,1,4,164,285,6507,9103,115605,3461255,0,0,1500000,0,6922510,B,14
574,2005/12/10,24,20,38,33,44,31,22,749233,230684,2957,695,59,40,7,2,2,132,408,7783,11402,141997,4542974,0,0,1000000,0,9085949,B,12
573,2005/12/07,46,28,13,3,22,41,5,0,304927,4295,1490,91,69,7,0,2,126,307,6502,8547,115649,3599422,0,0,1500000,0,7198845,A,11
572,2005/12/03,18,46,15,29,16,17,40,2505407,771854,3037,922,54,47,7,1,1,215,515,14241,16240,241188,7625656,0,0,1000000,0,15251313,A,22
571,2005/11/30,37,13,28,4,8,29,12,0,297286,4070,1063,76,52,7,0,2,131,424,7659,11309,131917,3672025,0,0,1500000,0,7344051,A,21
570,2005/11/26,4,23,14,49,42,7,9,719276,109708,1175,578,32,31,7,2,4,316,467,13359,13856,170314,4567832,0,0,1000000,0,9135665,B,18
569,2005/11/23,4,11,21,16,29,2,6,0,84983,2616,740,63,44,7,0,6,173,517,7816,11261,124114,0,0,0,1500000,0,6403474,A,20
